freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.528e+04,1.580e+03,6.092e+02,1.747e+04
1.2,6.754e+04,7.752e+03,3.034e+03,7.833e+04
2.4,7.763e+04,7.707e+03,3.376e+03,8.872e+04
3.6,8.328e+04,6.962e+03,3.288e+03,9.353e+04
4.8,1.047e+05,8.076e+03,3.860e+03,1.166e+05
6.0,9.464e+04,8.906e+03,4.053e+03,1.076e+05
7.1,8.611e+04,8.509e+03,3.737e+03,9.835e+04
8.3,7.733e+04,8.354e+03,3.341e+03,8.903e+04
9.5,1.068e+05,7.294e+03,3.396e+03,1.175e+05
10.7,1.407e+05,8.638e+03,3.809e+03,1.531e+05
11.9,1.063e+05,8.886e+03,3.971e+03,1.192e+05
13.1,8.729e+04,8.188e+03,3.790e+03,9.927e+04
14.3,8.160e+04,7.010e+03,3.614e+03,9.223e+04
15.5,7.750e+04,6.866e+03,3.247e+03,8.761e+04
16.7,8.077e+04,7.667e+03,3.464e+03,9.190e+04
17.9,9.292e+04,8.487e+03,3.637e+03,1.050e+05
19.0,9.388e+04,7.549e+03,3.319e+03,1.048e+05
20.2,9.904e+04,7.956e+03,3.586e+03,1.106e+05
21.4,1.011e+05,7.359e+03,3.973e+03,1.124e+05
22.6,9.749e+04,7.950e+03,3.849e+03,1.093e+05
23.8,1.035e+05,8.431e+03,4.426e+03,1.163e+05
25.0,1.197e+05,9.004e+03,4.322e+03,1.330e+05
26.2,1.076e+05,8.089e+03,3.812e+03,1.195e+05
27.4,1.108e+05,9.126e+03,4.154e+03,1.241e+05
28.6,1.193e+05,1.194e+04,4.592e+03,1.358e+05
29.8,1.184e+05,1.128e+04,4.510e+03,1.342e+05
31.0,1.384e+05,9.517e+03,4.722e+03,1.527e+05
32.1,1.245e+05,8.772e+03,4.684e+03,1.379e+05
33.3,1.512e+05,8.823e+03,4.552e+03,1.645e+05
34.5,2.215e+05,9.411e+03,4.461e+03,2.353e+05
35.7,2.325e+05,1.113e+04,4.618e+03,2.482e+05
36.9,2.042e+05,1.027e+04,4.695e+03,2.192e+05
38.1,1.842e+05,1.148e+04,4.709e+03,2.004e+05
39.3,2.223e+05,1.255e+04,5.352e+03,2.402e+05
40.5,2.193e+05,1.074e+04,5.152e+03,2.352e+05
41.7,2.336e+05,1.117e+04,5.107e+03,2.499e+05
42.9,1.671e+05,1.109e+04,5.086e+03,1.833e+05
44.1,2.272e+05,1.240e+04,5.015e+03,2.446e+05
45.2,3.786e+05,1.096e+04,5.766e+03,3.953e+05
46.4,3.418e+05,1.049e+04,6.315e+03,3.586e+05
47.6,3.625e+05,1.384e+04,6.684e+03,3.831e+05
48.8,3.470e+05,1.567e+04,7.252e+03,3.699e+05
50.0,4.059e+05,1.455e+04,7.097e+03,4.275e+05
51.2,4.973e+05,1.376e+04,6.759e+03,5.178e+05
52.4,7.721e+05,1.622e+04,8.259e+03,7.966e+05
53.6,1.143e+06,1.748e+04,9.447e+03,1.170e+06
54.8,1.302e+06,2.127e+04,1.387e+04,1.337e+06
56.0,2.134e+06,1.986e+04,1.635e+04,2.170e+06
57.1,1.716e+06,1.954e+04,1.599e+04,1.751e+06
58.3,1.893e+06,1.943e+04,1.550e+04,1.928e+06
59.5,1.695e+06,1.884e+04,1.239e+04,1.726e+06
60.7,1.052e+06,1.992e+04,1.171e+04,1.084e+06
61.9,9.565e+05,2.180e+04,1.075e+04,9.890e+05
63.1,8.554e+05,1.955e+04,1.185e+04,8.868e+05
64.3,8.999e+05,2.456e+04,1.215e+04,9.366e+05
65.5,5.435e+05,2.400e+04,1.074e+04,5.782e+05
66.7,4.096e+05,2.087e+04,1.098e+04,4.415e+05
67.9,4.478e+05,2.514e+04,1.131e+04,4.843e+05
69.1,2.983e+05,2.327e+04,1.021e+04,3.318e+05
70.2,2.266e+05,2.407e+04,9.661e+03,2.603e+05
71.4,2.615e+05,2.689e+04,1.225e+04,3.007e+05
72.6,3.041e+05,3.132e+04,1.579e+04,3.512e+05
73.8,2.314e+05,2.687e+04,1.288e+04,2.712e+05
75.0,2.387e+05,2.952e+04,1.417e+04,2.824e+05
76.2,2.094e+05,2.599e+04,1.235e+04,2.477e+05
77.4,2.072e+05,2.320e+04,9.591e+03,2.400e+05
78.6,2.198e+05,2.417e+04,1.008e+04,2.540e+05
79.8,2.206e+05,2.513e+04,1.091e+04,2.566e+05
81.0,2.240e+05,2.434e+04,1.124e+04,2.596e+05
82.1,2.683e+05,2.857e+04,1.200e+04,3.089e+05
83.3,2.672e+05,3.327e+04,1.272e+04,3.132e+05
84.5,2.269e+05,3.070e+04,1.121e+04,2.688e+05
85.7,1.955e+05,2.889e+04,1.093e+04,2.353e+05
86.9,2.416e+05,3.250e+04,1.252e+04,2.866e+05
88.1,2.861e+05,4.519e+04,1.540e+04,3.467e+05
89.3,2.640e+05,4.616e+04,1.565e+04,3.258e+05
90.5,2.992e+05,5.028e+04,1.768e+04,3.671e+05
91.7,3.227e+05,5.481e+04,1.869e+04,3.962e+05
92.9,3.361e+05,5.815e+04,1.974e+04,4.140e+05
94.1,2.453e+05,4.081e+04,1.670e+04,3.028e+05
95.2,1.786e+05,3.213e+04,1.529e+04,2.261e+05
96.4,2.874e+05,4.297e+04,1.554e+04,3.459e+05
97.6,3.631e+05,5.319e+04,1.645e+04,4.328e+05
98.8,3.284e+05,4.745e+04,1.890e+04,3.947e+05
100.0,3.207e+05,4.410e+04,1.704e+04,3.818e+05
101.2,3.360e+05,4.063e+04,1.470e+04,3.914e+05
102.4,3.414e+05,4.143e+04,1.396e+04,3.968e+05
103.6,2.975e+05,4.529e+04,1.791e+04,3.607e+05
104.8,2.790e+05,4.174e+04,2.034e+04,3.411e+05
106.0,2.726e+05,4.159e+04,1.663e+04,3.308e+05
107.2,2.537e+05,4.756e+04,1.749e+04,3.188e+05
108.3,2.753e+05,5.260e+04,1.732e+04,3.452e+05
109.5,2.860e+05,5.238e+04,1.700e+04,3.554e+05
110.7,2.606e+05,5.549e+04,1.836e+04,3.345e+05
111.9,2.993e+05,6.257e+04,2.237e+04,3.842e+05
113.1,3.455e+05,6.624e+04,2.329e+04,4.351e+05
114.3,3.213e+05,6.364e+04,2.079e+04,4.057e+05
115.5,2.911e+05,6.543e+04,2.130e+04,3.778e+05
116.7,2.996e+05,6.745e+04,2.389e+04,3.909e+05
117.9,3.683e+05,7.277e+04,2.334e+04,4.644e+05
119.1,5.344e+05,9.642e+04,3.008e+04,6.609e+05
120.2,5.374e+05,9.996e+04,3.516e+04,6.725e+05
121.4,3.787e+05,7.536e+04,2.996e+04,4.840e+05
122.6,3.563e+05,7.816e+04,2.961e+04,4.641e+05
123.8,3.389e+05,8.345e+04,2.707e+04,4.494e+05
125.0,3.946e+05,9.109e+04,2.950e+04,5.152e+05
126.2,3.608e+05,7.968e+04,2.568e+04,4.661e+05
127.4,3.235e+05,6.554e+04,2.296e+04,4.120e+05
128.6,2.596e+05,6.073e+04,1.981e+04,3.401e+05
129.8,2.311e+05,5.905e+04,1.803e+04,3.082e+05
131.0,1.944e+05,5.281e+04,1.542e+04,2.627e+05
132.2,1.745e+05,4.776e+04,1.583e+04,2.381e+05
133.3,2.108e+05,4.964e+04,1.527e+04,2.757e+05
134.5,1.703e+05,5.689e+04,1.483e+04,2.421e+05
135.7,1.701e+05,6.535e+04,1.540e+04,2.508e+05
136.9,2.056e+05,6.875e+04,1.911e+04,2.934e+05
138.1,1.863e+05,6.281e+04,1.893e+04,2.680e+05
139.3,1.771e+05,5.389e+04,1.581e+04,2.468e+05
140.5,1.566e+05,5.300e+04,1.608e+04,2.257e+05
141.7,1.572e+05,7.119e+04,2.180e+04,2.502e+05
142.9,1.850e+05,9.271e+04,2.439e+04,3.021e+05
144.1,1.592e+05,7.331e+04,2.226e+04,2.548e+05
145.2,1.414e+05,6.103e+04,2.318e+04,2.256e+05
146.4,1.611e+05,5.852e+04,1.950e+04,2.391e+05
147.6,1.486e+05,6.713e+04,2.718e+04,2.429e+05
148.8,1.686e+05,7.241e+04,3.391e+04,2.749e+05
150.0,1.964e+05,5.925e+04,2.910e+04,2.848e+05
151.2,1.661e+05,5.107e+04,2.522e+04,2.424e+05
152.4,1.592e+05,5.546e+04,2.823e+04,2.429e+05
153.6,1.786e+05,5.723e+04,2.838e+04,2.642e+05
154.8,1.568e+05,5.292e+04,3.088e+04,2.406e+05
156.0,1.737e+05,4.887e+04,2.549e+04,2.480e+05
157.2,1.825e+05,4.549e+04,2.238e+04,2.504e+05
158.3,2.157e+05,5.542e+04,2.804e+04,2.992e+05
159.5,2.278e+05,5.434e+04,2.993e+04,3.120e+05
160.7,2.357e+05,5.233e+04,2.502e+04,3.130e+05
161.9,2.619e+05,5.708e+04,1.939e+04,3.383e+05
163.1,2.228e+05,5.481e+04,1.981e+04,2.974e+05
164.3,2.170e+05,5.686e+04,2.007e+04,2.940e+05
165.5,2.211e+05,5.995e+04,2.144e+04,3.025e+05
166.7,2.530e+05,6.079e+04,1.874e+04,3.326e+05
167.9,2.177e+05,6.160e+04,1.811e+04,2.974e+05
169.1,1.857e+05,5.051e+04,1.964e+04,2.558e+05
170.3,1.915e+05,6.684e+04,2.600e+04,2.843e+05
171.4,1.721e+05,6.567e+04,2.282e+04,2.606e+05
172.6,1.773e+05,5.271e+04,2.141e+04,2.514e+05
173.8,1.625e+05,5.012e+04,2.285e+04,2.355e+05
175.0,1.687e+05,5.037e+04,2.807e+04,2.472e+05
176.2,1.531e+05,4.576e+04,2.508e+04,2.240e+05
177.4,1.818e+05,4.274e+04,2.774e+04,2.523e+05
178.6,1.578e+05,4.055e+04,2.994e+04,2.283e+05
179.8,1.419e+05,3.692e+04,2.780e+04,2.067e+05
181.0,1.451e+05,3.508e+04,2.678e+04,2.069e+05
182.2,1.485e+05,3.490e+04,2.699e+04,2.103e+05
183.3,1.211e+05,3.793e+04,3.461e+04,1.937e+05
184.5,1.036e+05,2.880e+04,2.406e+04,1.565e+05
185.7,1.288e+05,3.792e+04,3.340e+04,2.001e+05
186.9,1.493e+05,4.154e+04,2.898e+04,2.198e+05
188.1,1.347e+05,4.524e+04,3.754e+04,2.175e+05
189.3,1.430e+05,4.516e+04,4.269e+04,2.309e+05
190.5,1.401e+05,5.591e+04,5.766e+04,2.537e+05
191.7,1.379e+05,5.948e+04,6.003e+04,2.574e+05
192.9,1.259e+05,5.146e+04,6.062e+04,2.380e+05
194.1,1.439e+05,4.433e+04,5.503e+04,2.432e+05
195.3,1.497e+05,5.184e+04,7.541e+04,2.769e+05
196.4,1.216e+05,4.282e+04,5.707e+04,2.215e+05
197.6,1.447e+05,5.498e+04,7.522e+04,2.749e+05
198.8,1.810e+05,5.225e+04,7.822e+04,3.114e+05
