freq,psd_x,psd_y,psd_z,psd_xyz
160.9,9.276e+04,3.817e+04,9.955e+03,1.409e+05
162.1,1.054e+05,3.411e+04,9.289e+03,1.488e+05
163.3,9.982e+04,3.717e+04,9.824e+03,1.468e+05
164.5,1.131e+05,4.361e+04,1.095e+04,1.677e+05
165.6,1.437e+05,5.461e+04,1.312e+04,2.115e+05
166.8,1.307e+05,6.007e+04,1.487e+04,2.056e+05
168.0,1.325e+05,7.204e+04,1.852e+04,2.231e+05
169.2,1.188e+05,5.194e+04,1.455e+04,1.853e+05
170.4,1.066e+05,4.909e+04,1.269e+04,1.684e+05
171.6,9.917e+04,5.405e+04,1.379e+04,1.670e+05
172.7,8.889e+04,3.400e+04,7.752e+03,1.306e+05
173.9,1.230e+05,5.099e+04,1.322e+04,1.872e+05
175.1,1.438e+05,7.216e+04,2.078e+04,2.367e+05
176.3,1.379e+05,7.497e+04,2.366e+04,2.365e+05
177.5,9.736e+04,4.853e+04,1.592e+04,1.618e+05
178.6,1.063e+05,5.371e+04,1.776e+04,1.778e+05
179.8,1.326e+05,6.975e+04,2.468e+04,2.270e+05
181.0,1.249e+05,6.240e+04,2.440e+04,2.117e+05
182.2,1.073e+05,4.678e+04,1.904e+04,1.731e+05
183.4,1.375e+05,5.761e+04,2.566e+04,2.208e+05
184.6,1.532e+05,6.413e+04,2.878e+04,2.461e+05
185.7,1.525e+05,5.346e+04,2.617e+04,2.321e+05
186.9,1.754e+05,5.190e+04,2.857e+04,2.559e+05
188.1,1.018e+05,3.223e+04,1.550e+04,1.495e+05
189.3,8.713e+04,2.789e+04,1.260e+04,1.276e+05
190.5,1.209e+05,3.206e+04,1.908e+04,1.720e+05
191.7,1.700e+05,3.644e+04,2.270e+04,2.291e+05
192.8,1.365e+05,2.660e+04,1.559e+04,1.787e+05
194.0,1.076e+05,1.994e+04,1.161e+04,1.391e+05
195.2,1.068e+05,1.671e+04,1.091e+04,1.344e+05
196.4,1.178e+05,1.699e+04,1.076e+04,1.455e+05
197.6,1.507e+05,2.148e+04,1.270e+04,1.849e+05
198.8,1.253e+05,1.799e+04,9.301e+03,1.526e+05
199.9,8.612e+04,1.428e+04,7.466e+03,1.079e+05
