freq,psd_x,psd_y,psd_z,psd_xyz
56.6,1.135e+04,1.824e+04,6.560e+03,3.615e+04
58.1,2.881e+04,1.470e+04,5.446e+03,4.896e+04
59.7,6.196e+04,5.560e+04,6.598e+03,1.242e+05
61.2,9.401e+04,1.749e+05,9.236e+03,2.781e+05
62.7,1.220e+05,3.208e+05,1.603e+04,4.588e+05
64.2,1.364e+05,4.143e+05,1.945e+04,5.701e+05
65.8,1.401e+05,4.263e+05,1.238e+04,5.788e+05
67.3,1.330e+05,3.686e+05,6.842e+03,5.085e+05
68.8,1.179e+05,3.093e+05,5.423e+03,4.326e+05
70.4,9.217e+04,2.513e+05,5.859e+03,3.494e+05
71.9,7.286e+04,2.214e+05,8.850e+03,3.031e+05
73.4,5.740e+04,1.932e+05,1.036e+04,2.609e+05
74.9,5.114e+04,1.939e+05,7.140e+03,2.522e+05
76.5,5.065e+04,2.219e+05,8.546e+03,2.811e+05
78.0,5.006e+04,2.594e+05,1.505e+04,3.245e+05
79.5,5.071e+04,2.839e+05,2.252e+04,3.571e+05
81.1,4.880e+04,2.621e+05,2.645e+04,3.374e+05
82.6,4.389e+04,2.199e+05,2.655e+04,2.904e+05
84.1,4.069e+04,1.897e+05,2.896e+04,2.593e+05
85.7,3.782e+04,1.622e+05,3.274e+04,2.328e+05
87.2,3.470e+04,1.265e+05,3.235e+04,1.936e+05
88.7,3.071e+04,1.025e+05,2.857e+04,1.618e+05
90.2,2.737e+04,9.452e+04,2.202e+04,1.439e+05
91.8,2.489e+04,9.423e+04,1.595e+04,1.351e+05
93.3,2.176e+04,9.867e+04,1.152e+04,1.319e+05
94.8,1.897e+04,1.034e+05,8.703e+03,1.311e+05
96.4,1.695e+04,1.041e+05,6.911e+03,1.280e+05
97.9,1.456e+04,1.065e+05,5.328e+03,1.264e+05
99.4,1.234e+04,1.041e+05,4.794e+03,1.212e+05
100.9,1.064e+04,9.395e+04,5.657e+03,1.102e+05
102.5,9.406e+03,8.295e+04,6.662e+03,9.902e+04
104.0,8.112e+03,7.007e+04,7.349e+03,8.553e+04
105.5,6.476e+03,5.762e+04,7.577e+03,7.167e+04
107.1,5.430e+03,5.242e+04,7.398e+03,6.525e+04
108.6,4.612e+03,4.806e+04,6.939e+03,5.961e+04
110.1,3.931e+03,4.457e+04,6.222e+03,5.472e+04
111.7,3.323e+03,4.191e+04,5.537e+03,5.077e+04
113.2,2.889e+03,4.074e+04,4.983e+03,4.861e+04
114.7,2.555e+03,4.063e+04,4.645e+03,4.783e+04
116.2,2.297e+03,3.985e+04,4.556e+03,4.671e+04
117.8,2.316e+03,3.928e+04,4.785e+03,4.638e+04
119.3,2.954e+03,3.974e+04,5.652e+03,4.834e+04
120.8,3.929e+03,3.521e+04,7.509e+03,4.665e+04
122.4,5.346e+03,3.138e+04,9.171e+03,4.590e+04
123.9,6.827e+03,2.956e+04,9.871e+03,4.626e+04
125.4,7.650e+03,2.637e+04,1.005e+04,4.407e+04
126.9,8.028e+03,2.219e+04,1.042e+04,4.064e+04
128.5,8.245e+03,1.890e+04,1.076e+04,3.791e+04
130.0,7.877e+03,1.807e+04,1.106e+04,3.701e+04
131.5,7.323e+03,1.983e+04,1.110e+04,3.825e+04
133.1,6.246e+03,1.479e+04,9.486e+03,3.052e+04
134.6,5.280e+03,7.945e+03,7.544e+03,2.077e+04
136.1,3.990e+03,5.487e+03,5.914e+03,1.539e+04
137.7,3.267e+03,4.914e+03,5.797e+03,1.398e+04
139.2,3.610e+03,7.209e+03,5.191e+03,1.601e+04
140.7,2.687e+03,7.477e+03,2.601e+03,1.277e+04
142.2,1.652e+03,3.980e+03,2.978e+03,8.609e+03
143.8,1.908e+03,4.463e+03,3.296e+03,9.667e+03
145.3,1.715e+03,4.137e+03,2.849e+03,8.701e+03
146.8,1.445e+03,3.851e+03,2.518e+03,7.815e+03
148.4,1.328e+03,3.647e+03,2.117e+03,7.091e+03
149.9,1.162e+03,3.229e+03,1.546e+03,5.937e+03
151.4,8.854e+02,3.747e+03,1.302e+03,5.935e+03
153.0,1.121e+03,4.201e+03,1.894e+03,7.216e+03
154.5,1.281e+03,4.508e+03,2.510e+03,8.300e+03
156.0,1.291e+03,5.479e+03,2.932e+03,9.703e+03
157.5,1.616e+03,7.193e+03,3.900e+03,1.271e+04
159.1,2.155e+03,7.005e+03,5.105e+03,1.426e+04
160.6,2.723e+03,4.641e+03,6.909e+03,1.427e+04
162.1,2.914e+03,4.075e+03,8.099e+03,1.509e+04
163.7,2.704e+03,3.889e+03,8.087e+03,1.468e+04
165.2,2.494e+03,3.233e+03,7.339e+03,1.307e+04
166.7,2.382e+03,2.847e+03,6.825e+03,1.205e+04
168.2,2.235e+03,2.579e+03,6.396e+03,1.121e+04
169.8,2.122e+03,2.152e+03,6.117e+03,1.039e+04
171.3,1.953e+03,1.713e+03,5.557e+03,9.223e+03
172.8,1.502e+03,1.513e+03,4.205e+03,7.219e+03
174.4,1.153e+03,1.866e+03,3.546e+03,6.565e+03
175.9,8.489e+02,2.966e+03,3.037e+03,6.852e+03
177.4,7.482e+02,3.776e+03,2.228e+03,6.753e+03
179.0,1.144e+03,4.511e+03,2.985e+03,8.639e+03
180.5,1.489e+03,3.967e+03,3.756e+03,9.212e+03
182.0,1.839e+03,2.901e+03,4.366e+03,9.107e+03
183.5,2.236e+03,2.431e+03,5.130e+03,9.797e+03
185.1,2.904e+03,2.428e+03,6.538e+03,1.187e+04
186.6,3.536e+03,2.673e+03,7.938e+03,1.415e+04
188.1,3.734e+03,3.187e+03,8.118e+03,1.504e+04
189.7,3.574e+03,3.595e+03,7.444e+03,1.461e+04
191.2,3.324e+03,3.760e+03,6.664e+03,1.375e+04
192.7,2.836e+03,3.705e+03,5.672e+03,1.221e+04
194.2,2.353e+03,3.467e+03,4.956e+03,1.078e+04
195.8,1.914e+03,3.108e+03,4.306e+03,9.328e+03
197.3,1.938e+03,2.749e+03,4.770e+03,9.457e+03
198.8,2.192e+03,3.006e+03,5.705e+03,1.090e+04
