freq,psd_x,psd_y,psd_z,psd_xyz
84.1,6.260e+04,1.222e+05,2.221e+05,4.069e+05
85.6,5.768e+04,1.180e+05,1.385e+05,3.142e+05
87.1,5.498e+04,1.074e+05,9.299e+04,2.554e+05
88.6,5.223e+04,9.881e+04,6.589e+04,2.169e+05
90.2,5.135e+04,8.834e+04,4.750e+04,1.872e+05
91.7,4.956e+04,8.096e+04,3.780e+04,1.683e+05
93.2,4.841e+04,8.213e+04,3.299e+04,1.635e+05
94.8,5.031e+04,8.779e+04,3.200e+04,1.701e+05
96.3,4.939e+04,8.490e+04,3.089e+04,1.652e+05
97.8,4.515e+04,8.380e+04,3.034e+04,1.593e+05
99.3,4.581e+04,9.108e+04,3.334e+04,1.702e+05
100.9,5.397e+04,9.417e+04,4.154e+04,1.897e+05
102.4,5.754e+04,9.512e+04,4.670e+04,1.994e+05
103.9,5.811e+04,9.718e+04,5.139e+04,2.067e+05
105.4,6.033e+04,9.927e+04,5.980e+04,2.194e+05
107.0,6.503e+04,1.037e+05,7.531e+04,2.440e+05
108.5,7.488e+04,1.172e+05,9.656e+04,2.886e+05
110.0,8.348e+04,1.288e+05,1.172e+05,3.294e+05
111.6,9.171e+04,1.340e+05,1.416e+05,3.673e+05
113.1,1.044e+05,1.471e+05,1.757e+05,4.271e+05
114.6,1.123e+05,1.596e+05,1.992e+05,4.711e+05
116.1,1.123e+05,1.671e+05,1.978e+05,4.771e+05
117.7,1.163e+05,1.772e+05,1.962e+05,4.897e+05
119.2,1.293e+05,1.947e+05,2.202e+05,5.442e+05
120.7,1.466e+05,2.170e+05,2.542e+05,6.178e+05
122.3,1.694e+05,2.456e+05,3.039e+05,7.189e+05
123.8,1.855e+05,2.660e+05,3.444e+05,7.959e+05
125.3,2.020e+05,2.824e+05,3.888e+05,8.733e+05
126.8,2.136e+05,2.945e+05,4.290e+05,9.371e+05
128.4,2.231e+05,3.024e+05,4.633e+05,9.888e+05
129.9,2.361e+05,3.206e+05,5.036e+05,1.060e+06
131.4,2.422e+05,3.226e+05,5.215e+05,1.086e+06
133.0,1.407e+05,1.852e+05,3.072e+05,6.331e+05
134.5,1.749e+04,2.364e+04,4.118e+04,8.231e+04
136.0,5.219e+03,7.137e+03,1.249e+04,2.485e+04
137.5,4.450e+03,6.942e+03,1.194e+04,2.334e+04
139.1,5.631e+03,9.844e+03,1.564e+04,3.111e+04
140.6,6.322e+03,1.119e+04,1.800e+04,3.552e+04
142.1,6.758e+03,1.115e+04,1.837e+04,3.628e+04
143.7,7.532e+03,1.196e+04,1.829e+04,3.778e+04
145.2,9.390e+03,1.219e+04,1.816e+04,3.974e+04
146.7,1.190e+04,1.321e+04,1.977e+04,4.487e+04
148.2,1.596e+04,1.496e+04,2.481e+04,5.572e+04
149.8,2.149e+04,1.854e+04,3.448e+04,7.451e+04
151.3,1.584e+04,2.004e+04,3.202e+04,6.789e+04
152.8,1.080e+04,2.586e+04,3.025e+04,6.691e+04
154.4,1.219e+04,2.756e+04,3.380e+04,7.355e+04
155.9,1.210e+04,2.597e+04,3.265e+04,7.072e+04
157.4,1.284e+04,3.510e+04,3.371e+04,8.165e+04
158.9,1.337e+04,4.198e+04,3.556e+04,9.090e+04
160.5,1.506e+04,5.100e+04,3.863e+04,1.047e+05
162.0,1.695e+04,6.404e+04,4.280e+04,1.238e+05
163.5,1.475e+04,6.029e+04,4.281e+04,1.178e+05
165.1,1.380e+04,5.307e+04,4.934e+04,1.162e+05
166.6,1.281e+04,5.044e+04,5.209e+04,1.153e+05
168.1,1.382e+04,4.205e+04,5.580e+04,1.117e+05
169.6,1.401e+04,3.199e+04,5.023e+04,9.623e+04
171.2,1.185e+04,3.165e+04,4.512e+04,8.862e+04
172.7,1.961e+04,4.150e+04,7.387e+04,1.350e+05
174.2,2.778e+04,4.608e+04,9.914e+04,1.730e+05
175.7,3.776e+04,4.168e+04,1.234e+05,2.028e+05
177.3,5.167e+04,3.846e+04,1.614e+05,2.515e+05
178.8,7.039e+04,4.019e+04,2.112e+05,3.218e+05
180.3,8.798e+04,4.089e+04,2.594e+05,3.883e+05
181.9,9.615e+04,3.965e+04,2.783e+05,4.141e+05
183.4,1.001e+05,3.588e+04,2.792e+05,4.152e+05
184.9,1.064e+05,3.219e+04,2.915e+05,4.302e+05
186.4,1.090e+05,3.035e+04,2.925e+05,4.319e+05
188.0,1.033e+05,2.854e+04,2.753e+05,4.072e+05
189.5,8.987e+04,2.555e+04,2.437e+05,3.592e+05
191.0,7.645e+04,2.244e+04,2.098e+05,3.086e+05
192.6,6.441e+04,1.956e+04,1.780e+05,2.620e+05
194.1,5.172e+04,1.804e+04,1.446e+05,2.144e+05
195.6,4.540e+04,2.197e+04,1.289e+05,1.963e+05
197.1,4.188e+04,2.003e+04,1.204e+05,1.823e+05
198.7,4.062e+04,1.562e+04,1.184e+05,1.746e+05
