freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.584e+02,1.734e+03,1.096e+04,1.306e+04
1.2,2.745e+03,9.543e+03,5.296e+04,6.525e+04
2.4,3.096e+03,1.057e+04,6.763e+04,8.129e+04
3.5,2.875e+03,1.124e+04,7.944e+04,9.355e+04
4.7,3.038e+03,1.187e+04,6.075e+04,7.566e+04
5.9,2.673e+03,1.250e+04,7.456e+04,8.974e+04
7.1,2.800e+03,1.242e+04,5.812e+04,7.334e+04
8.3,3.155e+03,1.167e+04,5.119e+04,6.601e+04
9.5,3.241e+03,1.323e+04,4.768e+04,6.415e+04
10.6,2.866e+03,1.427e+04,3.929e+04,5.643e+04
11.8,3.006e+03,1.248e+04,4.536e+04,6.085e+04
13.0,3.085e+03,1.171e+04,4.271e+04,5.750e+04
14.2,3.135e+03,1.136e+04,4.681e+04,6.131e+04
15.4,3.051e+03,1.334e+04,5.257e+04,6.896e+04
16.6,3.250e+03,1.450e+04,6.592e+04,8.367e+04
17.7,3.301e+03,1.326e+04,7.166e+04,8.823e+04
18.9,3.453e+03,1.471e+04,7.818e+04,9.634e+04
20.1,3.068e+03,1.384e+04,9.281e+04,1.097e+05
21.3,3.050e+03,1.382e+04,9.471e+04,1.116e+05
22.5,3.251e+03,1.543e+04,8.967e+04,1.084e+05
23.6,3.465e+03,1.565e+04,1.048e+05,1.239e+05
24.8,3.482e+03,1.314e+04,1.011e+05,1.177e+05
26.0,3.488e+03,1.299e+04,8.947e+04,1.059e+05
27.2,4.031e+03,1.299e+04,1.078e+05,1.248e+05
28.4,3.701e+03,1.432e+04,1.139e+05,1.319e+05
29.6,3.966e+03,1.716e+04,1.228e+05,1.439e+05
30.7,4.689e+03,1.746e+04,1.725e+05,1.947e+05
31.9,3.843e+03,1.541e+04,2.366e+05,2.558e+05
33.1,3.451e+03,1.569e+04,3.139e+05,3.331e+05
34.3,3.082e+03,1.504e+04,2.271e+05,2.452e+05
35.5,3.771e+03,1.471e+04,2.320e+05,2.504e+05
36.6,4.244e+03,1.397e+04,4.434e+05,4.616e+05
37.8,5.163e+03,1.582e+04,6.773e+05,6.983e+05
39.0,6.195e+03,2.174e+04,1.322e+06,1.350e+06
40.2,6.892e+03,2.400e+04,1.375e+06,1.406e+06
41.4,7.546e+03,2.465e+04,1.264e+06,1.296e+06
42.6,9.645e+03,3.963e+04,2.696e+06,2.745e+06
43.7,8.922e+03,4.200e+04,3.010e+06,3.061e+06
44.9,7.602e+03,4.177e+04,2.511e+06,2.560e+06
46.1,7.722e+03,3.997e+04,2.198e+06,2.246e+06
47.3,8.505e+03,3.143e+04,1.370e+06,1.410e+06
48.5,1.237e+04,3.218e+04,1.509e+06,1.554e+06
49.7,1.160e+04,3.454e+04,1.097e+06,1.143e+06
50.8,1.248e+04,2.803e+04,9.013e+05,9.418e+05
52.0,1.387e+04,2.601e+04,6.701e+05,7.100e+05
53.2,1.517e+04,2.740e+04,5.112e+05,5.538e+05
54.4,1.494e+04,2.745e+04,3.594e+05,4.018e+05
55.6,1.843e+04,2.790e+04,3.332e+05,3.795e+05
56.7,1.029e+04,2.690e+04,1.944e+05,2.316e+05
57.9,9.243e+03,2.638e+04,1.147e+05,1.504e+05
59.1,1.094e+04,3.318e+04,1.544e+05,1.985e+05
60.3,1.033e+04,4.065e+04,1.844e+05,2.354e+05
61.5,1.039e+04,4.522e+04,1.766e+05,2.322e+05
62.7,1.123e+04,3.773e+04,1.514e+05,2.004e+05
63.8,1.321e+04,4.503e+04,1.712e+05,2.294e+05
65.0,1.012e+04,3.793e+04,1.294e+05,1.774e+05
66.2,9.967e+03,4.345e+04,1.484e+05,2.018e+05
67.4,1.075e+04,4.600e+04,1.439e+05,2.006e+05
68.6,1.129e+04,4.332e+04,1.283e+05,1.830e+05
69.7,1.089e+04,3.873e+04,1.154e+05,1.650e+05
70.9,1.031e+04,3.121e+04,7.979e+04,1.213e+05
72.1,1.046e+04,3.370e+04,7.866e+04,1.228e+05
73.3,1.091e+04,4.259e+04,7.752e+04,1.310e+05
74.5,1.279e+04,4.192e+04,7.740e+04,1.321e+05
75.7,1.488e+04,4.365e+04,8.257e+04,1.411e+05
76.8,1.553e+04,5.369e+04,9.101e+04,1.602e+05
78.0,1.249e+04,5.760e+04,8.383e+04,1.539e+05
79.2,1.210e+04,6.670e+04,8.208e+04,1.609e+05
80.4,1.175e+04,5.025e+04,6.258e+04,1.246e+05
81.6,1.194e+04,3.942e+04,5.197e+04,1.033e+05
82.8,1.554e+04,5.367e+04,7.315e+04,1.424e+05
83.9,1.297e+04,5.518e+04,6.452e+04,1.327e+05
85.1,1.437e+04,5.855e+04,5.835e+04,1.313e+05
86.3,1.987e+04,6.301e+04,6.620e+04,1.491e+05
87.5,1.729e+04,6.863e+04,6.679e+04,1.527e+05
88.7,1.555e+04,7.647e+04,6.355e+04,1.556e+05
89.8,1.256e+04,6.799e+04,6.177e+04,1.423e+05
91.0,1.626e+04,8.071e+04,5.256e+04,1.495e+05
92.2,1.711e+04,8.654e+04,5.742e+04,1.611e+05
93.4,1.388e+04,7.056e+04,4.957e+04,1.340e+05
94.6,1.567e+04,6.602e+04,5.380e+04,1.355e+05
95.8,2.224e+04,5.280e+04,5.436e+04,1.294e+05
96.9,2.132e+04,6.152e+04,4.063e+04,1.235e+05
98.1,2.043e+04,5.792e+04,4.265e+04,1.210e+05
99.3,2.072e+04,5.797e+04,5.026e+04,1.289e+05
100.5,2.512e+04,6.371e+04,5.131e+04,1.401e+05
101.7,2.463e+04,6.708e+04,4.867e+04,1.404e+05
102.9,1.824e+04,6.027e+04,4.052e+04,1.190e+05
104.0,2.063e+04,4.983e+04,3.597e+04,1.064e+05
105.2,2.451e+04,5.712e+04,3.521e+04,1.168e+05
106.4,2.507e+04,7.345e+04,3.812e+04,1.366e+05
107.6,2.397e+04,6.674e+04,3.269e+04,1.234e+05
108.8,2.491e+04,7.105e+04,3.873e+04,1.347e+05
109.9,2.731e+04,6.927e+04,4.278e+04,1.394e+05
111.1,2.834e+04,7.658e+04,4.474e+04,1.497e+05
112.3,2.578e+04,7.612e+04,3.958e+04,1.415e+05
113.5,2.593e+04,6.685e+04,3.001e+04,1.228e+05
114.7,2.103e+04,6.153e+04,2.606e+04,1.086e+05
115.9,1.973e+04,6.187e+04,2.632e+04,1.079e+05
117.0,1.986e+04,6.270e+04,2.492e+04,1.075e+05
118.2,1.823e+04,6.007e+04,2.409e+04,1.024e+05
119.4,1.739e+04,5.575e+04,2.161e+04,9.476e+04
120.6,1.585e+04,5.905e+04,2.419e+04,9.909e+04
121.8,1.728e+04,5.963e+04,2.386e+04,1.008e+05
122.9,1.812e+04,6.511e+04,1.877e+04,1.020e+05
124.1,1.699e+04,6.238e+04,2.111e+04,1.005e+05
125.3,1.726e+04,4.986e+04,2.121e+04,8.834e+04
126.5,1.712e+04,4.507e+04,1.974e+04,8.192e+04
127.7,2.345e+04,5.450e+04,2.278e+04,1.007e+05
128.9,2.970e+04,6.609e+04,2.098e+04,1.168e+05
130.0,2.139e+04,5.888e+04,2.186e+04,1.021e+05
131.2,1.929e+04,5.421e+04,1.994e+04,9.344e+04
132.4,2.168e+04,6.039e+04,1.968e+04,1.017e+05
133.6,1.516e+04,4.448e+04,1.993e+04,7.956e+04
134.8,1.631e+04,4.606e+04,1.988e+04,8.224e+04
136.0,2.222e+04,6.086e+04,1.869e+04,1.018e+05
137.1,2.327e+04,5.679e+04,2.037e+04,1.004e+05
138.3,1.872e+04,4.955e+04,2.187e+04,9.014e+04
139.5,1.969e+04,5.348e+04,1.863e+04,9.180e+04
140.7,2.006e+04,6.325e+04,1.788e+04,1.012e+05
141.9,1.678e+04,6.214e+04,1.897e+04,9.789e+04
143.0,1.743e+04,5.274e+04,1.939e+04,8.956e+04
144.2,1.781e+04,4.400e+04,1.438e+04,7.620e+04
