freq,psd_x,psd_y,psd_z,psd_xyz
180.6,1.292e+04,9.949e+03,1.941e+03,2.481e+04
182.2,1.604e+04,8.327e+03,1.875e+03,2.624e+04
183.7,1.512e+04,7.252e+03,1.689e+03,2.406e+04
185.3,2.138e+04,8.319e+03,2.354e+03,3.206e+04
186.9,1.720e+04,6.914e+03,2.110e+03,2.623e+04
188.4,1.004e+04,6.217e+03,1.609e+03,1.786e+04
190.0,1.463e+04,6.397e+03,2.122e+03,2.315e+04
191.5,2.792e+04,8.485e+03,3.090e+03,3.949e+04
193.1,3.182e+04,7.268e+03,3.422e+03,4.251e+04
194.6,3.295e+04,5.931e+03,2.998e+03,4.188e+04
196.2,3.171e+04,6.952e+03,2.748e+03,4.141e+04
197.8,3.261e+04,8.832e+03,2.887e+03,4.433e+04
199.3,3.039e+04,8.041e+03,3.034e+03,4.146e+04
