freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.115e+01,4.259e+02,9.570e+01,5.427e+02
1.5,2.092e+01,2.485e+02,7.827e+01,3.477e+02
3.1,1.350e+01,1.976e+01,3.718e+01,7.044e+01
4.6,1.296e+01,3.217e+02,3.752e+01,3.722e+02
6.1,1.289e+01,1.283e+03,4.112e+01,1.337e+03
7.7,2.179e+01,2.214e+03,4.280e+01,2.279e+03
9.2,3.964e+01,3.066e+03,4.641e+01,3.152e+03
10.7,5.607e+01,4.540e+03,7.413e+01,4.671e+03
12.3,9.424e+01,5.643e+03,1.160e+02,5.854e+03
13.8,7.568e+01,6.153e+03,8.145e+01,6.310e+03
15.3,5.893e+01,8.203e+03,6.243e+01,8.324e+03
16.9,7.129e+01,1.046e+04,9.083e+01,1.062e+04
18.4,4.661e+01,1.293e+04,1.546e+02,1.313e+04
19.9,2.837e+01,1.652e+04,2.476e+02,1.680e+04
21.4,3.608e+01,2.127e+04,2.476e+02,2.155e+04
23.0,3.915e+01,2.781e+04,2.153e+02,2.806e+04
24.5,4.433e+01,3.611e+04,3.895e+02,3.654e+04
26.0,4.924e+01,4.640e+04,6.883e+02,4.714e+04
27.6,6.414e+01,6.096e+04,1.130e+03,6.216e+04
29.1,8.332e+01,8.222e+04,1.856e+03,8.416e+04
30.6,8.905e+01,1.188e+05,3.341e+03,1.223e+05
32.2,1.306e+02,1.851e+05,6.690e+03,1.920e+05
33.7,2.428e+02,3.377e+05,1.591e+04,3.539e+05
35.2,6.583e+02,7.301e+05,4.433e+04,7.751e+05
36.8,1.919e+03,1.237e+06,9.765e+04,1.337e+06
38.3,2.901e+03,1.241e+06,1.265e+05,1.371e+06
39.8,1.897e+03,9.340e+05,1.133e+05,1.049e+06
41.4,9.916e+02,6.551e+05,8.911e+04,7.452e+05
42.9,5.541e+02,4.614e+05,7.108e+04,5.330e+05
44.4,1.364e+03,3.058e+05,5.353e+04,3.607e+05
46.0,4.498e+03,2.119e+05,4.978e+04,2.662e+05
47.5,2.183e+04,1.487e+05,6.667e+04,2.372e+05
49.0,9.653e+04,6.354e+04,9.302e+04,2.531e+05
50.6,1.539e+05,1.966e+04,9.225e+04,2.658e+05
52.1,1.124e+05,1.600e+04,7.324e+04,2.017e+05
53.6,8.403e+04,8.279e+03,6.126e+04,1.536e+05
55.2,4.484e+04,1.967e+04,8.389e+04,1.484e+05
56.7,1.783e+04,3.075e+04,1.174e+05,1.660e+05
58.2,9.971e+03,1.858e+04,1.003e+05,1.289e+05
59.7,9.594e+03,9.110e+03,6.640e+04,8.510e+04
61.3,8.841e+03,1.135e+04,4.986e+04,7.005e+04
62.8,6.146e+03,1.875e+04,5.088e+04,7.577e+04
64.3,3.835e+03,2.146e+04,6.855e+04,9.384e+04
65.9,1.773e+03,1.637e+04,8.562e+04,1.038e+05
67.4,7.682e+02,8.357e+03,8.456e+04,9.369e+04
68.9,3.334e+03,4.208e+03,9.014e+04,9.768e+04
70.5,1.012e+04,3.615e+03,1.505e+05,1.643e+05
72.0,1.033e+04,4.500e+03,2.075e+05,2.223e+05
73.5,5.502e+03,8.231e+03,1.755e+05,1.893e+05
75.1,2.746e+03,1.327e+04,1.237e+05,1.397e+05
76.6,1.521e+03,1.904e+04,8.743e+04,1.080e+05
78.1,8.463e+02,2.100e+04,5.562e+04,7.747e+04
79.7,5.205e+02,1.614e+04,3.948e+04,5.614e+04
81.2,6.119e+02,8.742e+03,5.130e+04,6.065e+04
82.7,1.117e+03,4.390e+03,9.128e+04,9.678e+04
84.3,1.365e+03,4.593e+03,1.330e+05,1.389e+05
85.8,1.250e+03,7.202e+03,1.657e+05,1.741e+05
87.3,1.060e+03,1.019e+04,1.788e+05,1.901e+05
88.9,1.281e+03,1.226e+04,1.665e+05,1.800e+05
90.4,2.187e+03,1.320e+04,1.244e+05,1.398e+05
91.9,2.684e+03,1.470e+04,7.890e+04,9.629e+04
93.5,2.363e+03,1.792e+04,6.646e+04,8.674e+04
95.0,1.932e+03,2.148e+04,7.145e+04,9.485e+04
96.5,1.701e+03,2.480e+04,7.835e+04,1.048e+05
