freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.442e+01,3.455e+01,3.870e+02,4.559e+02
1.5,3.118e+01,3.341e+01,2.372e+02,3.018e+02
3.0,2.038e+01,1.957e+01,3.823e+01,7.818e+01
4.5,2.028e+01,1.949e+01,3.968e+02,4.366e+02
6.1,1.853e+01,1.971e+01,1.548e+03,1.586e+03
7.6,2.015e+01,1.953e+01,2.731e+03,2.771e+03
9.1,2.148e+01,3.034e+01,4.108e+03,4.160e+03
10.6,2.338e+01,7.530e+01,5.196e+03,5.295e+03
12.1,2.735e+01,8.156e+01,6.124e+03,6.233e+03
13.6,3.482e+01,4.041e+01,7.728e+03,7.803e+03
15.1,3.919e+01,2.624e+01,1.022e+04,1.028e+04
16.6,4.583e+01,3.086e+01,1.319e+04,1.326e+04
18.2,5.627e+01,4.151e+01,1.617e+04,1.627e+04
19.7,7.195e+01,5.903e+01,1.941e+04,1.954e+04
21.2,1.036e+02,8.424e+01,2.392e+04,2.411e+04
22.7,1.324e+02,1.308e+02,2.918e+04,2.944e+04
24.2,1.750e+02,1.972e+02,3.587e+04,3.624e+04
25.7,2.174e+02,2.776e+02,4.362e+04,4.412e+04
27.2,2.667e+02,3.595e+02,5.120e+04,5.183e+04
28.7,3.286e+02,4.399e+02,6.044e+04,6.121e+04
30.3,4.301e+02,5.687e+02,7.434e+04,7.534e+04
31.8,5.465e+02,8.342e+02,9.406e+04,9.545e+04
33.3,6.788e+02,1.452e+03,1.210e+05,1.231e+05
34.8,8.534e+02,2.251e+03,1.436e+05,1.467e+05
36.3,1.071e+03,2.843e+03,1.409e+05,1.448e+05
37.8,1.391e+03,3.379e+03,1.373e+05,1.420e+05
39.3,1.572e+03,3.684e+03,1.368e+05,1.420e+05
40.8,1.683e+03,3.583e+03,1.449e+05,1.501e+05
42.4,1.971e+03,3.576e+03,1.679e+05,1.735e+05
43.9,2.344e+03,4.261e+03,2.085e+05,2.151e+05
45.4,2.426e+03,5.609e+03,2.530e+05,2.610e+05
46.9,2.417e+03,7.771e+03,3.157e+05,3.259e+05
48.4,2.548e+03,1.078e+04,4.143e+05,4.277e+05
49.9,3.018e+03,1.542e+04,5.620e+05,5.805e+05
51.4,3.769e+03,2.392e+04,7.800e+05,8.077e+05
52.9,5.630e+03,3.514e+04,9.532e+05,9.939e+05
54.5,7.716e+03,4.676e+04,1.042e+06,1.096e+06
56.0,8.132e+03,5.073e+04,9.515e+05,1.010e+06
57.5,7.833e+03,4.455e+04,7.283e+05,7.807e+05
59.0,7.117e+03,3.401e+04,4.731e+05,5.142e+05
60.5,5.907e+03,2.677e+04,3.132e+05,3.459e+05
62.0,4.925e+03,2.354e+04,2.444e+05,2.729e+05
63.5,4.552e+03,1.883e+04,1.550e+05,1.784e+05
65.0,4.412e+03,1.597e+04,9.379e+04,1.142e+05
66.6,4.345e+03,1.412e+04,6.015e+04,7.862e+04
68.1,4.758e+03,1.249e+04,3.979e+04,5.703e+04
69.6,5.555e+03,1.122e+04,2.581e+04,4.258e+04
71.1,5.727e+03,9.283e+03,1.507e+04,3.008e+04
72.6,1.093e+04,1.112e+04,1.237e+04,3.442e+04
74.1,3.156e+04,2.588e+04,1.653e+04,7.396e+04
75.6,5.531e+04,4.668e+04,1.920e+04,1.212e+05
77.1,6.137e+04,5.414e+04,1.687e+04,1.324e+05
78.7,5.730e+04,5.196e+04,1.423e+04,1.235e+05
80.2,5.154e+04,4.772e+04,1.305e+04,1.123e+05
81.7,4.659e+04,4.348e+04,1.239e+04,1.025e+05
83.2,4.331e+04,4.077e+04,1.199e+04,9.607e+04
84.7,3.876e+04,3.711e+04,1.159e+04,8.746e+04
86.2,3.563e+04,3.500e+04,1.194e+04,8.257e+04
87.7,3.480e+04,3.431e+04,1.328e+04,8.239e+04
89.2,3.559e+04,3.460e+04,1.488e+04,8.506e+04
90.8,3.699e+04,3.570e+04,1.633e+04,8.901e+04
