freq,psd_x,psd_y,psd_z,psd_xyz
183.8,2.231e+05,3.392e+04,5.015e+03,2.621e+05
185.3,2.587e+05,4.689e+04,4.548e+03,3.101e+05
186.9,2.102e+05,4.376e+04,4.402e+03,2.583e+05
188.5,1.156e+05,2.919e+04,4.252e+03,1.491e+05
190.0,1.455e+05,4.091e+04,4.400e+03,1.908e+05
191.6,1.425e+05,4.203e+04,4.146e+03,1.887e+05
193.1,1.211e+05,3.781e+04,5.711e+03,1.646e+05
194.7,1.254e+05,4.391e+04,5.758e+03,1.750e+05
196.2,8.029e+04,3.252e+04,4.090e+03,1.169e+05
197.8,6.806e+04,3.282e+04,4.149e+03,1.050e+05
199.4,1.023e+05,5.311e+04,6.153e+03,1.616e+05
